sensor_data_id,crane_id,component_id,timestamp,temperature,vibration,load,motor_current,hydraulic_pressure,runtime_hours,ambient_temperature,temp_rolling_avg,vib_rolling_avg,health_label,RUL
SD-00972,CR-005,CMP-002,2026-09-12 04:06,108.25,4.015,34.5,67.4,208.1,1619.2,27.8,108.25,4.015,Critical,73
SD-00973,CR-005,CMP-002,2026-09-12 07:42,105.88,4.143,34.6,60.3,194.8,1622.8,30.9,105.88,4.143,Critical,71
SD-00974,CR-005,CMP-002,2026-09-12 11:18,105.69,3.941,35.1,57.2,198.1,1626.4,23.8,105.69,3.941,Critical,69
SD-00975,CR-005,CMP-002,2026-09-12 14:54,110.68,3.958,42.8,58.0,202.6,1630.0,26.9,110.68,3.958,Critical,67
SD-00976,CR-005,CMP-002,2026-09-12 18:30,109.61,3.979,35.8,58.1,198.9,1633.6,24.4,109.61,3.979,Critical,64
SD-00977,CR-005,CMP-002,2026-09-12 22:06,103.56,3.982,33.1,59.5,219.9,1637.2,30.5,103.56,3.982,Critical,62
SD-00978,CR-005,CMP-002,2026-09-13 01:42,108.4,3.801,32.3,59.6,204.7,1640.8,26.6,108.4,3.801,Critical,60
SD-00979,CR-005,CMP-002,2026-09-13 05:18,107.73,4.022,32.1,62.8,212.9,1644.4,26.2,107.73,4.022,Critical,58
SD-00980,CR-005,CMP-002,2026-09-13 08:54,112.66,3.943,29.1,63.5,203.5,1648.0,28.6,112.66,3.943,Critical,56
SD-00981,CR-005,CMP-002,2026-09-13 12:30,103.59,4.309,36.0,56.0,198.2,1651.6,31.3,103.59,4.309,Critical,53
SD-00982,CR-005,CMP-002,2026-09-13 16:06,107.88,3.985,27.2,60.6,208.2,1655.2,29.4,107.88,3.985,Critical,51
SD-00983,CR-005,CMP-002,2026-09-13 19:42,106.34,3.892,35.4,66.0,197.4,1658.8,30.2,106.34,3.892,Critical,49
SD-00984,CR-005,CMP-002,2026-09-13 23:18,110.05,4.294,33.8,51.9,208.8,1662.4,30.1,110.05,4.294,Critical,47
SD-00985,CR-005,CMP-002,2026-09-14 02:54,107.85,4.082,33.5,50.4,223.4,1666.0,26.2,107.85,4.082,Critical,45
SD-00986,CR-005,CMP-002,2026-09-14 06:30,111.46,4.137,37.8,63.6,208.1,1669.6,26.2,111.46,4.137,Critical,42
SD-00987,CR-005,CMP-002,2026-09-14 10:06,112.31,3.879,35.9,57.6,220.0,1673.2,28.3,112.31,3.879,Critical,40
SD-00988,CR-005,CMP-002,2026-09-14 13:42,112.05,4.182,28.7,58.6,215.4,1676.8,28.3,112.05,4.182,Critical,38
SD-00989,CR-005,CMP-002,2026-09-14 17:18,113.51,4.24,31.1,58.8,210.8,1680.4,23.4,113.51,4.24,Critical,36
SD-00990,CR-005,CMP-002,2026-09-14 20:54,114.86,4.256,37.7,55.7,220.0,1684.0,32.5,114.86,4.256,Critical,34
SD-00991,CR-005,CMP-002,2026-09-15 00:30,107.5,4.316,34.0,55.8,213.9,1687.6,29.7,107.5,4.316,Critical,31
SD-00992,CR-005,CMP-002,2026-09-15 04:06,109.42,4.385,29.0,56.0,211.1,1691.2,28.1,109.42,4.385,Critical,29
SD-00993,CR-005,CMP-002,2026-09-15 07:42,109.25,4.341,35.6,65.4,209.0,1694.8,29.2,109.25,4.341,Critical,27
SD-00994,CR-005,CMP-002,2026-09-15 11:18,110.05,4.538,31.6,70.4,210.3,1698.4,25.2,110.05,4.538,Critical,25
SD-00995,CR-005,CMP-002,2026-09-15 14:54,114.7,4.259,36.6,66.9,212.7,1702.0,26.8,114.7,4.259,Critical,23
SD-00996,CR-005,CMP-002,2026-09-15 18:30,113.84,4.25,36.1,53.4,213.6,1705.6,26.7,113.84,4.25,Critical,20
SD-00997,CR-005,CMP-002,2026-09-15 22:06,115.65,4.353,34.7,63.9,202.0,1709.2,31.2,115.65,4.353,Critical,18
SD-00998,CR-005,CMP-002,2026-09-16 01:42,116.62,4.329,38.8,59.7,203.6,1712.8,28.1,116.62,4.329,Critical,16
SD-00999,CR-005,CMP-002,2026-09-16 05:18,112.85,4.221,35.6,63.2,202.0,1716.4,29.0,112.85,4.221,Critical,14
SD-01000,CR-005,CMP-002,2026-09-16 08:54,114.04,4.316,37.5,57.1,213.7,1720.0,25.7,114.04,4.316,Critical,12
